YEAR,DATES,POLLSTER,GRADE,SAMPLE,,WEIGHT,APPROVE,DISAPPROVE,ADJUSTED_APPROVE,ADJUSTED_DISAPPROVE
2021,MAY 14-16,Morning Consult,B,2200,A,0.05,56%,36%,55%,39%
2021,MAY 12-15,Morning Consult,B,2200,A,0.05,56%,39%,55%,42%
2021,MAY 11-13,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.62,49%,50%,51%,44%
2021,MAY 11-13,YouGov,B+,1561,A,0.88,49%,40%,50%,41%
2021,MAY 11-12,Ipsos,B-,1005,A,0.67,56%,38%,54%,40%
2021,MAY 8-11,Civiqs,B-,1464,RV,1.48,48%,46%,50%,44%
2021,MAY 8-11,YouGov,B+,1500,A,0.84,51%,39%,52%,40%
2021,MAY 5-11,Morning Consult,B,45000,A,0.9,55%,37%,54%,40%
2021,MAY 6-10,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,50%,48%,52%,42%
2021,MAY 6-10,Navigator Research,B/C,1000,RV,0.82,55%,41%,54%,40%
2021,MAY 8-9,Redfield & Wilton Strategies,B/C,1500,RV,1.25,52%,36%,54%,41%
2021,MAY 7-9,Morning Consult,B,2200,A,0.05,55%,39%,54%,42%
2021,MAY 7-9,Léger,B/C,1003,A,0.88,52%,38%,52%,38%
2021,MAY 6-9,Morning Consult,B,2200,A,0.05,55%,39%,54%,42%
2021,MAY 4-7,Marist College,A,1249,A,1.94,53%,41%,54%,41%
2021,MAY 4-6,Morning Consult,B,2200,A,0.04,56%,38%,55%,41%
2021,APR. 30-MAY 6,Trafalgar Group,A-,1574,LV,2.26,48%,48%,50%,45%
2021,MAY 4-5,Ipsos,B-,1005,A,0.63,55%,38%,53%,39%
2021,MAY 3-5,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.78,51%,47%,53%,41%
2021,MAY 3-4,HarrisX,B+,939,RV,0.69,60%,40%,56%,41%
2021,MAY 1-4,YouGov,B+,1500,A,0.81,48%,42%,49%,43%
2021,APR. 28-MAY 4,Morning Consult,B,45000,A,0.79,56%,36%,55%,39%
2021,MAY 1-3,Morning Consult,B,2200,A,0.04,57%,36%,56%,39%
2021,APR. 30-MAY 3,Morning Consult,B,2200,A,0.04,55%,37%,54%,40%
2021,APR. 29-MAY 3,AP-NORC,,1842,A,1.95,63%,36%,60%,36%
2021,APR. 30-MAY 2,Morning Consult,B,2200,A,0.04,53%,39%,52%,42%
2021,APR. 29-MAY 2,Morning Consult,B,2200,A,0.04,55%,38%,54%,41%
2021,APR. 28-MAY 2,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,48%,49%,50%,43%
2021,APR. 28-30,TIPP Insights,A+,1300,A,2.39,51%,32%,52%,37%
2021,APR. 27-29,Harris Poll,B+,932,RV,1.34,60%,39%,58%,40%
2021,APR. 27-29,YouGov,B+,1558,A,0.72,54%,37%,55%,38%
2021,APR. 27-28,Morning Consult,B,2200,A,0.04,60%,33%,59%,36%
2021,APR. 27-28,Ipsos,B-,1005,A,0.51,55%,38%,54%,39%
2021,APR. 26-28,HarrisX,B+,2819,RV,1.51,60%,40%,56%,41%
2021,APR. 25-27,YouGov,B+,1500,A,0.67,51%,39%,52%,40%
2021,APR. 25-27,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,48%,50%,50%,44%
2021,APR. 21-27,Morning Consult,B,45000,A,1.07,55%,36%,54%,39%
2021,APR. 19-27,Morning Consult,B,22000,A,0.35,57%,36%,56%,39%
2021,APR. 24-26,Morning Consult,B,1991,RV,0.03,60%,37%,59%,40%
2021,APR. 22-26,Navigator Research,B/C,989,RV,0.8,53%,44%,52%,43%
2021,APR. 21-26,SSRS,C,1004,A,0.97,53%,43%,52%,43%
2021,APR. 23-25,Léger,B/C,1003,A,0.97,51%,39%,51%,39%
2021,APR. 23-25,Research Co.,B-,1000,A,1.17,53%,42%,53%,42%
2021,APR. 21-25,Morning Consult,B,1986,RV,0.03,57%,37%,56%,40%
2021,APR. 21-24,YouGov,B+,2527,A,1.11,58%,42%,59%,43%
2021,APR. 21-23,YouGov,B+,1000,A,0.45,51%,44%,52%,45%
2021,APR. 16-23,Echelon Insights,B/C,1043,RV,1.22,54%,43%,53%,43%
2021,APR. 21-22,Ipsos,B-,1004,A,0.33,54%,39%,53%,40%
2021,APR. 20-22,Morning Consult,B,2200,A,0.04,58%,35%,57%,38%
2021,APR. 20-22,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.62,52%,46%,54%,40%
2021,APR. 19-21,Marist College,A,1809,A,2.39,54%,44%,55%,44%
2021,APR. 18-21,Beacon Research/Shaw & Company Research,A,1002,RV,1.79,54%,43%,52%,42%
2021,APR. 18-21,ABC News/The Washington Post,A+,1007,A,1.99,52%,42%,53%,42%
2021,APR. 1-21,Gallup,B+,961,A,1.48,57%,40%,57%,39%
2021,APR. 17-20,Hart Research Associates/Public Opinion Strategies,B+,1000,A,1.27,53%,39%,54%,39%
2021,APR. 17-20,YouGov,B+,1500,A,0.72,49%,38%,50%,39%
2021,APR. 17-20,American Research Group,C+,1100,A,1.1,59%,35%,57%,37%
2021,APR. 15-20,Change Research,B-,1025,RV,1.15,51%,49%,51%,47%
2021,APR. 14-20,Morning Consult,B,45000,A,0.92,53%,38%,52%,41%
2021,APR. 16-19,HarrisX,B+,2881,RV,1.27,61%,39%,57%,40%
2021,APR. 16-19,Morning Consult,B,2200,A,0.04,57%,36%,56%,39%
2021,APR. 15-19,Morning Consult,B,2200,A,0.04,58%,35%,57%,38%
2021,APR. 15-19,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,50%,49%,52%,43%
2021,APR. 14-18,Hart Research Associates,B-,1200,RV,1.36,57%,43%,56%,42%
2021,APR. 12-16,Ipsos,B-,4423,A,0.91,55%,40%,54%,41%
2021,APR. 12-16,Ipsos,B-,4423,A,0.91,55%,40%,54%,41%
2021,APR. 14-15,Ipsos,B-,1005,A,0.21,54%,38%,53%,39%
2021,APR. 12-14,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.78,50%,48%,52%,42%
2021,APR. 10-13,YouGov,B+,1500,A,0.85,49%,42%,50%,43%
2021,APR. 9-13,HarrisX,B+,3766,RV,1.5,61%,39%,57%,40%
2021,APR. 8-13,McLaughlin & Associates,C/D,1000,LV,0.77,58%,41%,57%,39%
2021,APR. 7-13,Marist College,A,1266,A,1.77,53%,39%,54%,39%
2021,APR. 7-13,Morning Consult,B,45000,A,0.99,55%,36%,54%,39%
2021,APR. 9-12,Civiqs,B-,1541,RV,1.49,48%,47%,50%,45%
2021,APR. 9-12,Morning Consult,B,1992,RV,0.04,59%,37%,58%,40%
2021,APR. 8-12,Navigator Research,B/C,1256,RV,0.94,55%,42%,54%,41%
2021,APR. 8-12,Monmouth University,A,800,A,1.52,54%,41%,55%,41%
2021,APR. 8-12,Quinnipiac University,A-,1237,A,1.83,48%,42%,51%,42%
2021,APR. 8-11,Hart Research Associates/Public Opinion Strategies,B+,802,A,1.06,47%,41%,48%,41%
2021,APR. 7-11,The Winston Group,A/B,1000,RV,1.62,54%,35%,53%,38%
2021,APR. 7-11,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,50%,48%,52%,42%
2021,APR. 5-11,Pew Research Center,B/C,5109,A,2.78,59%,39%,59%,38%
2021,APR. 7-8,Ipsos,B-,1005,A,0.28,56%,37%,55%,39%
2021,APR. 6-8,YouGov,B+,1649,A,0.91,52%,38%,53%,39%
2021,APR. 4-6,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,49%,50%,51%,44%
2021,APR. 3-6,YouGov,B+,1500,A,0.84,49%,41%,50%,42%
2021,MAR. 31-APR. 6,Morning Consult,B,45000,A,0.98,55%,36%,54%,39%
2021,APR. 2-5,HarrisX,B+,2732,RV,1.22,61%,39%,57%,40%
2021,APR. 2-4,Morning Consult,B,2200,A,0.05,57%,37%,56%,40%
2021,APR. 2-4,Morning Consult,B,2200,A,0.05,54%,39%,53%,42%
2021,MAR. 31-APR. 3,TIPP Insights,A+,1436,A,2.61,53%,33%,54%,38%
2021,MAR. 30-APR. 2,Morning Consult,B,2200,A,0.05,57%,36%,56%,39%
2021,MAR. 31-APR. 1,Ipsos,B-,1005,A,0.51,54%,41%,53%,42%
2021,MAR. 30-APR. 1,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.61,48%,50%,50%,44%
2021,MAR. 27-30,YouGov,B+,1500,A,0.86,48%,40%,49%,41%
2021,MAR. 24-30,Morning Consult,B,45000,A,0.97,54%,36%,53%,39%
2021,MAR. 26-29,Morning Consult,B,2043,RV,0.04,58%,39%,57%,42%
2021,MAR. 26-29,AP-NORC,,1166,A,1.52,61%,38%,58%,38%
2021,MAR. 25-29,Navigator Research,B/C,1002,RV,0.81,55%,41%,54%,40%
2021,MAR. 25-29,Morning Consult,B,2041,A,0.04,55%,38%,54%,41%
2021,MAR. 25-29,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.77,48%,50%,50%,44%
2021,MAR. 24-29,GBAO,B/C,2000,RV,1.8,54%,43%,54%,42%
2021,MAR. 24-28,Morning Consult,B,2200,A,0.05,57%,36%,56%,39%
2021,MAR. 24-26,HarrisX,B+,1882,RV,0.87,61%,39%,57%,40%
2021,MAR. 23-26,Morning Consult,B,2140,A,0.05,57%,37%,56%,40%
2021,MAR. 18-26,SurveyMonkey,C,16336,A,1.56,56%,42%,55%,42%
2021,MAR. 24-25,Harris Poll,B+,1945,RV,2.06,61%,39%,60%,40%
2021,MAR. 24-25,Ipsos,B-,1005,A,0.6,53%,41%,52%,42%
2021,MAR. 23-25,YouGov,B+,1606,A,0.88,53%,36%,54%,37%
2021,MAR. 22-25,Marist College,A,1309,A,1.98,52%,40%,53%,40%
2021,MAR. 22-24,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.76,47%,51%,49%,45%
2021,MAR. 20-23,YouGov,B+,1500,A,0.81,50%,41%,51%,42%
2021,MAR. 17-23,Morning Consult,B,45000,A,1,55%,36%,54%,39%
2021,MAR. 21-22,Redfield & Wilton Strategies,B/C,1500,RV,1.25,53%,35%,55%,40%
2021,MAR. 19-22,HarrisX,B+,2858,RV,1.23,60%,40%,56%,41%
2021,MAR. 19-22,Morning Consult,B,1994,RV,0.04,57%,40%,56%,43%
2021,MAR. 18-22,Morning Consult,B,2200,A,0.05,59%,35%,58%,38%
2021,MAR. 17-22,Climate Nexus,,1310,RV,0.79,54%,40%,53%,41%
2021,MAR. 17-22,Morning Consult,B,2200,A,0.05,56%,37%,55%,40%
2021,MAR. 17-21,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.53,49%,49%,51%,43%
2021,MAR. 15-21,Echelon Insights,B/C,1008,RV,1.23,51%,44%,50%,44%
2021,MAR. 18-20,RMG Research,B-,1200,RV,0.88,60%,34%,59%,35%
2021,MAR. 17-20,American Research Group,C+,1100,A,1.09,60%,34%,58%,36%
2021,MAR. 15-19,Morning Consult,B,2200,A,0.05,60%,33%,59%,36%
2021,MAR. 17-18,Ipsos,B-,1005,A,0.65,59%,35%,57%,37%
2021,MAR. 13-17,YouGov,B+,1500,A,0.74,53%,37%,54%,38%
2021,MAR. 14-16,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,52%,46%,54%,40%
2021,MAR. 12-16,Civiqs,B-,1673,RV,1.56,51%,44%,53%,42%
2021,MAR. 10-16,Morning Consult,B,45000,A,1.03,56%,35%,55%,38%
2021,MAR. 12-15,Morning Consult,B,1993,RV,0.05,62%,34%,61%,37%
2021,MAR. 11-15,Navigator Research,B/C,1001,RV,0.82,56%,40%,55%,39%
2021,MAR. 1-15,Gallup,B+,1010,A,1.51,54%,42%,54%,41%
2021,MAR. 12-14,HarrisX,B+,2839,RV,1.22,59%,41%,55%,42%
2021,MAR. 11-13,RMG Research,B-,1200,RV,0.74,57%,37%,56%,38%
2021,MAR. 10-13,YouGov,B+,2382,A,1.13,62%,38%,63%,39%
2021,MAR. 10-11,Ipsos,B-,1001,A,0.68,54%,39%,52%,40%
2021,MAR. 9-11,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.62,51%,47%,53%,41%
2021,MAR. 9-10,YouGov,B+,1306,A,0.63,60%,40%,61%,41%
2021,MAR. 6-9,YouGov,B+,1500,A,0.75,50%,40%,51%,41%
2021,MAR. 3-9,Morning Consult,B,45000,A,1.06,55%,36%,54%,39%
2021,MAR. 6-8,Morning Consult,B,1990,RV,0.05,59%,37%,58%,40%
2021,MAR. 5-8,HarrisX,B+,2839,RV,1.31,58%,42%,54%,43%
2021,MAR. 4-8,Morning Consult,B,2201,A,0.05,58%,34%,57%,37%
2021,MAR. 4-8,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,50%,48%,52%,42%
2021,MAR. 4-8,The Bullfinch Group,,1200,A,1.07,56%,36%,55%,37%
2021,MAR. 3-8,SSRS,C,1009,A,0.97,51%,41%,50%,41%
2021,MAR. 3-8,Marist College,A,1227,A,1.85,49%,42%,50%,42%
2021,MAR. 1-7,Pew Research Center,B/C,6011,A,2.88,54%,42%,54%,41%
2021,FEB. 26-MAR. 7,Climate Nexus,,1624,RV,0.87,53%,39%,52%,40%
2021,MAR. 4-6,RMG Research,B-,1200,RV,0.7,53%,39%,52%,40%
2021,MAR. 3-4,Ipsos,B-,1005,A,0.68,58%,35%,56%,36%
2021,MAR. 1-3,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.78,49%,48%,51%,42%
2021,FEB. 28-MAR. 2,Morning Consult,B,15000,A,0.24,54%,36%,53%,39%
2021,FEB. 27-MAR. 2,YouGov,B+,1500,A,0.91,50%,39%,51%,40%
2021,FEB. 26-MAR. 1,Morning Consult,B,1992,RV,0.05,57%,37%,56%,40%
2021,FEB. 26-MAR. 1,Morning Consult,B,2200,A,0.05,56%,37%,55%,40%
2021,FEB. 25-MAR. 1,Navigator Research,B/C,1007,RV,0.83,53%,41%,52%,40%
2021,FEB. 25-MAR. 1,AP-NORC,,1434,A,1.69,60%,40%,57%,40%
2021,FEB. 25-MAR. 1,Monmouth University,A,802,A,1.52,51%,42%,52%,42%
2021,FEB. 26-28,Léger,B/C,1002,A,1.12,48%,38%,48%,38%
2021,FEB. 24-28,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,49%,48%,51%,42%
2021,FEB. 24-28,McLaughlin & Associates,C/D,1000,LV,0.77,55%,40%,54%,39%
2021,FEB. 26-27,Public Policy Polling,A-,1390,RV,2.04,47%,43%,48%,43%
2021,FEB. 25-27,RMG Research,B-,1200,RV,0.69,54%,40%,53%,41%
2021,FEB. 25-27,Morning Consult,B,15000,A,0.38,54%,35%,53%,38%
2021,FEB. 24-27,TIPP Insights,A+,1280,A,2.38,53%,30%,54%,35%
2021,FEB. 24-26,HarrisX,B+,1909,RV,1.05,58%,42%,54%,43%
2021,FEB. 24-25,Ipsos,B-,1004,A,0.69,57%,37%,55%,39%
2021,FEB. 23-25,Harris Poll,B+,1778,RV,1.97,61%,39%,60%,40%
2021,FEB. 23-24,HarrisX,B+,949,RV,0.53,59%,41%,55%,42%
2021,FEB. 22-24,Marist College,A,1275,A,1.96,51%,38%,52%,38%
2021,FEB. 22-24,Morning Consult,B,15000,A,0.39,54%,35%,53%,38%
2021,FEB. 21-23,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,49%,49%,51%,43%
2021,FEB. 18-23,Greenberg Research,B,1000,RV,1.41,52%,38%,51%,38%
2021,FEB. 20-22,YouGov,B+,1556,A,0.86,50%,38%,51%,39%
2021,FEB. 19-22,YouGov,B+,1500,A,0.83,51%,36%,52%,37%
2021,FEB. 19-22,Morning Consult,B,2013,RV,0.05,58%,36%,57%,39%
2021,FEB. 19-21,Morning Consult,B,15000,A,0.4,54%,35%,53%,38%
2021,FEB. 18-21,Morning Consult,B,2200,A,0.06,57%,33%,56%,36%
2021,FEB. 17-21,Hart Research Associates,B-,1000,V,1.24,58%,42%,57%,41%
2021,FEB. 18-20,RMG Research,B-,1200,RV,0.68,56%,37%,55%,38%
2021,FEB. 17-20,American Research Group,C+,1100,A,1.09,58%,34%,56%,36%
2021,FEB. 17-18,Ipsos,B-,1005,A,0.71,56%,36%,54%,37%
2021,FEB. 16-18,Morning Consult,B,15000,A,0.41,54%,35%,53%,38%
2021,FEB. 16-18,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.62,49%,49%,51%,43%
2021,FEB. 12-18,Echelon Insights,B/C,1005,RV,1.19,51%,42%,50%,42%
2021,FEB. 3-18,Gallup,B+,1021,A,1.42,56%,40%,56%,39%
2021,FEB. 13-16,YouGov,B+,1500,A,0.84,54%,37%,55%,38%
2021,FEB. 14-15,Morning Consult,B,1984,RV,0.05,62%,33%,61%,36%
2021,FEB. 13-15,Morning Consult,B,15000,A,0.42,54%,34%,53%,37%
2021,FEB. 12-15,Morning Consult,B,3300,A,0.09,56%,35%,55%,38%
2021,FEB. 12-15,Morning Consult,B,1987,RV,0.05,56%,38%,55%,41%
2021,FEB. 12-15,HarrisX,B+,2835,RV,1.66,59%,41%,55%,42%
2021,FEB. 11-15,Navigator Research,B/C,1067,RV,0.86,56%,38%,55%,37%
2021,FEB. 11-15,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.71,53%,44%,55%,38%
2021,FEB. 11-14,Quinnipiac University,A-,1056,A,1.51,50%,38%,53%,38%
2021,FEB. 7-14,Saint Leo University,C/D,1000,A,0.81,61%,32%,58%,34%
2021,FEB. 11-13,RMG Research,B-,1200,RV,0.69,57%,35%,56%,36%
2021,FEB. 10-12,Morning Consult,B,15000,A,0.43,55%,33%,54%,36%
2021,FEB. 9-10,Ipsos,B-,1001,A,0.73,57%,35%,56%,36%
2021,FEB. 8-10,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.8,50%,47%,52%,41%
2021,FEB. 8-9,HarrisX,B+,938,RV,0.65,60%,40%,56%,41%
2021,FEB. 7-9,Morning Consult,B,15000,A,0.44,55%,33%,54%,36%
2021,FEB. 6-9,YouGov,B+,1500,A,0.8,50%,37%,51%,38%
2021,FEB. 5-8,YouGov,B+,2508,A,1.33,61%,39%,62%,40%
2021,FEB. 5-7,Morning Consult,B,1986,RV,0.06,59%,35%,58%,38%
2021,FEB. 3-7,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.56,50%,47%,52%,41%
2021,FEB. 4-6,RMG Research,B-,1200,RV,0.7,60%,32%,59%,33%
2021,FEB. 4-6,Morning Consult,B,15000,A,0.45,54%,34%,53%,37%
2021,FEB. 2-3,Emerson College,A-,1429,A,2.08,49%,39%,50%,40%
2021,FEB. 2-3,Ipsos,B-,1005,A,0.81,57%,34%,56%,36%
2021,FEB. 1-3,Morning Consult,B,15000,A,0.46,54%,33%,53%,36%
2021,JAN. 31-FEB. 2,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.76,51%,47%,53%,41%
2021,JAN. 31-FEB. 2,YouGov,B+,1500,A,0.92,46%,38%,47%,39%
2021,JAN. 21-FEB. 2,Gallup,B+,906,A,1.31,57%,37%,57%,36%
2021,JAN. 29-FEB. 1,Morning Consult,B,1986,RV,0.06,58%,35%,57%,38%
2021,JAN. 29-FEB. 1,Morning Consult,B,2200,A,0.07,57%,33%,56%,36%
2021,JAN. 28-FEB. 1,AP-NORC,,1055,A,1.43,61%,38%,58%,38%
2021,JAN. 28-FEB. 1,Quinnipiac University,A-,1075,A,1.53,49%,36%,52%,36%
2021,JAN. 27-FEB. 1,Navigator Research,B/C,1005,RV,0.92,53%,39%,52%,38%
2021,JAN. 29-31,Morning Consult,B,15000,A,0.39,54%,33%,53%,36%
2021,JAN. 28-30,RMG Research,B-,1200,RV,0.74,58%,35%,57%,36%
,01/29/2022,John Zogby Strategies,B/C,841,LV,1.12,56%,36%,55%,37%
2021,JAN. 28-29,HarrisX,B+,945,RV,0.9,61%,39%,57%,40%
2021,JAN. 27-29,TIPP Insights,A+,1261,A,2.36,53%,29%,54%,34%
2021,JAN. 27-28,Morning Consult,B,2200,A,0.07,56%,33%,55%,36%
2021,JAN. 26-28,Morning Consult,B,9211,A,0.46,55%,32%,54%,35%
2021,JAN. 26-28,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.74,50%,45%,52%,39%
2021,JAN. 24-27,Marist College,A,1313,A,2.19,49%,35%,50%,35%
2021,JAN. 25-26,Morning Consult,B,2200,A,0.08,58%,32%,57%,35%
2021,JAN. 24-26,YouGov,B+,1500,A,1.08,51%,33%,52%,34%
2021,JAN. 20-26,Echelon Insights,B/C,1006,RV,1.19,55%,33%,54%,33%
2021,JAN. 23-25,Morning Consult,B,15000,A,0.6,53%,30%,52%,33%
2021,JAN. 22-25,Data for Progress,B,1164,LV,1.46,57%,36%,56%,36%
2021,JAN. 22-25,Morning Consult,B,1990,RV,0.07,59%,32%,58%,35%
2021,JAN. 22-25,Morning Consult,B,2200,A,0.08,56%,32%,55%,35%
2021,JAN. 21-25,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,1.02,48%,47%,50%,41%
2021,JAN. 21-24,Monmouth University,A,809,A,1.53,54%,30%,55%,30%
2021,JAN. 21-23,RMG Research,B-,1200,RV,0.88,58%,32%,57%,33%
2021,JAN. 21-22,HarrisX,B+,941,RV,1.04,63%,37%,59%,38%
2021,JAN. 20-22,Morning Consult,B,15000,A,0.49,51%,28%,50%,31%
2021,JAN. 20-21,Ipsos,B-,1115,A,1.1,55%,32%,54%,33%
2021,JAN. 20-21,Morning Consult,B,1993,RV,0.09,56%,31%,55%,34%
2021,JAN. 20-21,YouGov,B+,1516,A,1.25,45%,28%,46%,29%